datetime,Date,Hour,Station,demand,temp,rhum,prcp,wspd,pres,cldc,coco,day_of_week,is_weekend,is_public_holiday,is_major_city_event,is_working_day_proxy,is_day_before_public_holiday,is_day_after_public_holiday,demand_lag_1h,demand_lag_2h,demand_lag_3h,demand_lag_24h,demand_lag_168h,target_next_hour,rolling_mean_3h,rolling_mean_6h,rolling_mean_24h,day_of_week_num,month_num,hour_sin,hour_cos
2025-09-29 20:00:00,2025-09-29,20,Hosa Road,166,18.8,95,0.0,15.8,1010.3,7,3.0,Monday,0,0,0,1,0,0,208.0,239.0,200.0,111.0,127.0,95.0,203.25,183.71428571428572,139.0,0,9,-0.8660254037844386,0.5000000000000001
2025-09-29 21:00:00,2025-09-29,21,Hosa Road,95,18.5,97,0.0,15.1,1009.7,7,3.0,Monday,0,0,0,1,0,0,166.0,208.0,239.0,63.0,94.0,57.0,177.0,176.85714285714286,138.36,0,9,-0.7071067811865477,0.7071067811865474
2025-09-29 22:00:00,2025-09-29,22,Hosa Road,57,18.2,95,0.0,15.8,1009.2,8,3.0,Monday,0,0,0,1,0,0,95.0,166.0,208.0,33.0,32.0,3.0,131.5,163.85714285714286,138.12,0,9,-0.5000000000000004,0.8660254037844384
2025-09-29 23:00:00,2025-09-29,23,Hosa Road,3,18.0,95,0.0,16.9,1009.1,8,3.0,Monday,0,0,0,1,0,0,57.0,95.0,166.0,0.0,0.0,0.0,80.25,138.28571428571428,136.92,0,9,-0.25881904510252157,0.9659258262890681
2025-09-30 00:00:00,2025-09-30,0,Hosa Road,0,17.9,96,0.0,16.9,1009.1,8,3.0,Tuesday,0,0,0,1,0,0,3.0,57.0,95.0,0.0,0.0,0.0,38.75,109.71428571428571,136.92,1,9,0.0,1.0
2025-09-30 01:00:00,2025-09-30,1,Hosa Road,0,17.9,96,0.0,17.3,1009.8,8,3.0,Tuesday,0,0,0,1,0,0,0.0,3.0,57.0,0.0,0.0,0.0,15.0,75.57142857142857,136.92,1,9,0.25881904510252074,0.9659258262890683
2025-09-30 02:00:00,2025-09-30,2,Hosa Road,0,19.4,90,0.0,19.8,1010.4,8,3.0,Tuesday,0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.75,45.857142857142854,136.92,1,9,0.49999999999999994,0.8660254037844387
2025-09-30 03:00:00,2025-09-30,3,Hosa Road,0,21.6,77,0.0,18.0,1010.8,8,3.0,Tuesday,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142857142857142,136.92,1,9,0.7071067811865476,0.7071067811865476
2025-09-30 04:00:00,2025-09-30,4,Hosa Road,0,23.8,68,0.0,21.2,1010.9,6,3.0,Tuesday,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.571428571428571,136.92,1,9,0.8660254037844386,0.5000000000000001
2025-09-30 05:00:00,2025-09-30,5,Hosa Road,7,25.8,57,0.0,25.6,1010.2,5,3.0,Tuesday,0,0,0,1,0,0,0.0,0.0,0.0,6.0,0.0,72.0,1.75,1.4285714285714286,137.2,1,9,0.9659258262890683,0.25881904510252074
2025-09-30 06:00:00,2025-09-30,6,Hosa Road,72,27.3,50,0.0,25.6,1009.6,7,3.0,Tuesday,0,0,0,1,0,0,7.0,0.0,0.0,76.0,66.0,236.0,19.75,11.285714285714286,139.84,1,9,1.0,6.123233995736766e-17
2025-09-30 07:00:00,2025-09-30,7,Hosa Road,236,28.3,45,0.0,25.9,1008.5,3,3.0,Tuesday,0,0,0,1,0,0,72.0,7.0,0.0,224.0,253.0,414.0,78.75,45.0,146.24,1,9,0.9659258262890683,-0.25881904510252063
2025-09-30 08:00:00,2025-09-30,8,Hosa Road,414,28.0,48,0.0,24.5,1007.3,6,3.0,Tuesday,0,0,0,1,0,0,236.0,72.0,7.0,446.0,504.0,375.0,182.25,104.14285714285714,153.84,1,9,0.8660254037844387,-0.4999999999999998
2025-09-30 09:00:00,2025-09-30,9,Hosa Road,375,28.0,48,0.0,22.3,1006.7,7,3.0,Tuesday,0,0,0,1,0,0,414.0,236.0,72.0,408.0,468.0,314.0,274.25,157.71428571428572,151.0,1,9,0.7071067811865476,-0.7071067811865475
