datetime,Date,station,target_next_hour,Hour,day_of_week_num,month_num,hour_sin,hour_cos,is_weekend,is_public_holiday,is_major_city_event,is_working_day_proxy,is_day_before_public_holiday,is_day_after_public_holiday
2025-09-08 17:00:00,2025-09-08,Hosa Road,198.0,17,0,9,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-08 18:00:00,2025-09-08,Hosa Road,176.0,18,0,9,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0
2025-09-08 19:00:00,2025-09-08,Hosa Road,100.0,19,0,9,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0
2025-09-08 20:00:00,2025-09-08,Hosa Road,71.0,20,0,9,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-08 21:00:00,2025-09-08,Hosa Road,37.0,21,0,9,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,0
2025-09-08 22:00:00,2025-09-08,Hosa Road,0.0,22,0,9,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0
2025-09-08 23:00:00,2025-09-08,Hosa Road,0.0,23,0,9,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0
2025-09-09 00:00:00,2025-09-09,Hosa Road,0.0,0,1,9,0.0,1.0,0,0,0,1,0,0
2025-09-09 01:00:00,2025-09-09,Hosa Road,0.0,1,1,9,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0
2025-09-09 02:00:00,2025-09-09,Hosa Road,0.0,2,1,9,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0
2025-09-09 03:00:00,2025-09-09,Hosa Road,0.0,3,1,9,0.7071067811865476,0.7071067811865476,0,0,0,1,0,0
2025-09-09 04:00:00,2025-09-09,Hosa Road,0.0,4,1,9,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-09 05:00:00,2025-09-09,Hosa Road,60.0,5,1,9,0.9659258262890683,0.25881904510252074,0,0,0,1,0,0
2025-09-09 06:00:00,2025-09-09,Hosa Road,252.0,6,1,9,1.0,6.123233995736766e-17,0,0,0,1,0,0
2025-09-09 07:00:00,2025-09-09,Hosa Road,458.0,7,1,9,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-09 08:00:00,2025-09-09,Hosa Road,403.0,8,1,9,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0
2025-09-09 09:00:00,2025-09-09,Hosa Road,237.0,9,1,9,0.7071067811865476,-0.7071067811865475,0,0,0,1,0,0
2025-09-09 10:00:00,2025-09-09,Hosa Road,188.0,10,1,9,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,0
2025-09-09 11:00:00,2025-09-09,Hosa Road,141.0,11,1,9,0.258819045102521,-0.9659258262890682,0,0,0,1,0,0
2025-09-09 12:00:00,2025-09-09,Hosa Road,104.0,12,1,9,1.2246467991473532e-16,-1.0,0,0,0,1,0,0
2025-09-09 13:00:00,2025-09-09,Hosa Road,101.0,13,1,9,-0.2588190451025208,-0.9659258262890683,0,0,0,1,0,0
2025-09-09 14:00:00,2025-09-09,Hosa Road,119.0,14,1,9,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0
2025-09-09 15:00:00,2025-09-09,Hosa Road,145.0,15,1,9,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0
2025-09-09 16:00:00,2025-09-09,Hosa Road,207.0,16,1,9,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0
2025-09-09 17:00:00,2025-09-09,Hosa Road,212.0,17,1,9,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-09 18:00:00,2025-09-09,Hosa Road,133.0,18,1,9,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0
2025-09-09 19:00:00,2025-09-09,Hosa Road,91.0,19,1,9,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0
2025-09-09 20:00:00,2025-09-09,Hosa Road,57.0,20,1,9,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-09 21:00:00,2025-09-09,Hosa Road,17.0,21,1,9,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,0
2025-09-09 22:00:00,2025-09-09,Hosa Road,2.0,22,1,9,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0
2025-09-09 23:00:00,2025-09-09,Hosa Road,0.0,23,1,9,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0
2025-09-10 00:00:00,2025-09-10,Hosa Road,0.0,0,2,9,0.0,1.0,0,0,0,1,0,0
2025-09-10 01:00:00,2025-09-10,Hosa Road,0.0,1,2,9,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0
2025-09-10 02:00:00,2025-09-10,Hosa Road,0.0,2,2,9,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0
2025-09-10 03:00:00,2025-09-10,Hosa Road,0.0,3,2,9,0.7071067811865476,0.7071067811865476,0,0,0,1,0,0
2025-09-10 04:00:00,2025-09-10,Hosa Road,1.0,4,2,9,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-10 05:00:00,2025-09-10,Hosa Road,54.0,5,2,9,0.9659258262890683,0.25881904510252074,0,0,0,1,0,0
2025-09-10 06:00:00,2025-09-10,Hosa Road,244.0,6,2,9,1.0,6.123233995736766e-17,0,0,0,1,0,0
2025-09-10 07:00:00,2025-09-10,Hosa Road,423.0,7,2,9,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-10 08:00:00,2025-09-10,Hosa Road,423.0,8,2,9,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0
2025-09-10 09:00:00,2025-09-10,Hosa Road,269.0,9,2,9,0.7071067811865476,-0.7071067811865475,0,0,0,1,0,0
2025-09-10 10:00:00,2025-09-10,Hosa Road,203.0,10,2,9,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,0
2025-09-10 11:00:00,2025-09-10,Hosa Road,139.0,11,2,9,0.258819045102521,-0.9659258262890682,0,0,0,1,0,0
2025-09-10 12:00:00,2025-09-10,Hosa Road,106.0,12,2,9,1.2246467991473532e-16,-1.0,0,0,0,1,0,0
2025-09-10 13:00:00,2025-09-10,Hosa Road,109.0,13,2,9,-0.2588190451025208,-0.9659258262890683,0,0,0,1,0,0
2025-09-10 14:00:00,2025-09-10,Hosa Road,99.0,14,2,9,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0
2025-09-10 15:00:00,2025-09-10,Hosa Road,131.0,15,2,9,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0
2025-09-10 16:00:00,2025-09-10,Hosa Road,202.0,16,2,9,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0
2025-09-10 17:00:00,2025-09-10,Hosa Road,222.0,17,2,9,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-10 18:00:00,2025-09-10,Hosa Road,191.0,18,2,9,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0
2025-09-10 19:00:00,2025-09-10,Hosa Road,121.0,19,2,9,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0
2025-09-10 20:00:00,2025-09-10,Hosa Road,64.0,20,2,9,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-10 21:00:00,2025-09-10,Hosa Road,31.0,21,2,9,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,0
2025-09-10 22:00:00,2025-09-10,Hosa Road,0.0,22,2,9,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0
2025-09-10 23:00:00,2025-09-10,Hosa Road,0.0,23,2,9,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0
2025-09-11 00:00:00,2025-09-11,Hosa Road,0.0,0,3,9,0.0,1.0,0,0,0,1,0,0
2025-09-11 01:00:00,2025-09-11,Hosa Road,0.0,1,3,9,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0
2025-09-11 02:00:00,2025-09-11,Hosa Road,0.0,2,3,9,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0
2025-09-11 03:00:00,2025-09-11,Hosa Road,0.0,3,3,9,0.7071067811865476,0.7071067811865476,0,0,0,1,0,0
2025-09-11 04:00:00,2025-09-11,Hosa Road,0.0,4,3,9,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-11 05:00:00,2025-09-11,Hosa Road,67.0,5,3,9,0.9659258262890683,0.25881904510252074,0,0,0,1,0,0
2025-09-11 06:00:00,2025-09-11,Hosa Road,249.0,6,3,9,1.0,6.123233995736766e-17,0,0,0,1,0,0
